PaNr;Rohr;Blickrichtung;Tiefe;Bonitur;Datum;TK;BLOCK;FRUFOL;KULTUR1;KULTUR2;BOBE;N-Due
34;2;2;75;0;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;80;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;85;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;90;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;95;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;100;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;105;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;110;1;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;115;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
34;2;2;120;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Off.-30%
33;1;1;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;10;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;15;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;20;0;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;25;0;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;30;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;40;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;45;3;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;50;3;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;55;5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;60;5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;65;2;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;70;1;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;75;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;80;2;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;85;1;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;90;2.5;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;95;1;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;100;1;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;105;2;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;110;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;115;0.5;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;120;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;10;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;15;1;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;20;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;25;2;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;30;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;40;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;45;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;50;4;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;55;5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;60;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;65;5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;70;2.5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;75;0.5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;80;2;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;85;1;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;90;2;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;95;2.5;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;100;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;105;0.5;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;110;1;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;115;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;2;120;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;10;1;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;15;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;20;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;25;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;30;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;35;1.5;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;40;0;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;45;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;50;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;55;1.5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;60;1;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;65;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;70;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;75;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;80;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;85;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;90;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;95;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;100;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;105;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;110;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;1;115;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;1;1;120;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;10;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;15;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;20;0.5;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;25;0;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;30;0;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;40;0;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;45;0;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;50;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;55;1;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;60;0;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;65;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;70;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;75;1;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;80;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;85;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;90;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;95;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;100;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;105;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;110;;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;115;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
33;2;2;120;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
29;1;1;5;1;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;10;2;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;15;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;20;3;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;25;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;30;0.5;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;35;3.5;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;40;0;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;45;3;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;50;1;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;55;1;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;60;0;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;65;1;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;70;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;75;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;80;2.5;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;85;2;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;90;0.5;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;95;0.5;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;100;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;105;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;110;2;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;115;1;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;1;120;0.5;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;5;2;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;10;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;15;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;20;1.5;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;25;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;30;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;40;1.5;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;45;4;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;50;0.5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;55;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;60;0.5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;65;1.5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;70;2;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;75;4;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;80;1;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;85;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;90;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;95;0.5;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;100;0.5;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;105;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;110;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;115;0.5;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;1;2;120;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;10;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;15;1.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;20;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;25;4;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;30;1.5;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;40;3;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;45;1.5;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;50;3;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;55;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;60;1;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;65;0.5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;70;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;75;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;80;1.5;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;85;1;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;90;1;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;95;2;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;100;1;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;105;1;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;110;1;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;115;2;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;1;120;0.5;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;10;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;15;0.5;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;20;1;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;25;0.5;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;30;2;13.06.1995;30;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;35;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;40;2;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;45;1;13.06.1995;45;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;50;2;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;55;0.5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;60;1.5;13.06.1995;60;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;65;;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;70;0;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;75;0.5;13.06.1995;75;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;80;3;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;85;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;90;0;13.06.1995;90;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;95;3;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;100;1;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;105;0;13.06.1995;105;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;110;0;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;115;1;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
29;2;2;120;0.5;13.06.1995;120;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
28;1;1;5;0;13.06.1995;15;2;Gemüse;Weizen;Spinat;Pflug;Off.-30%
28;1;1;10;0;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;15;2;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;20;0;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;25;0.5;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;30;1;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;35;0;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;40;0;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;45;0;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;50;0;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;55;1;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;60;1.5;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;65;4;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;70;1;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;75;0.5;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;80;0.5;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;85;2;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;90;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;95;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;100;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;105;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;110;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;115;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;1;120;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;5;1;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;10;1.5;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;15;2;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;20;1;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;25;0;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;30;1;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;35;1;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;40;0;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;45;2;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;50;1;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;55;1;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;60;3.5;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;65;1.5;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;70;2;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;75;0;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;80;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;85;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;90;1;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;95;0.5;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;100;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;105;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;110;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;115;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;1;2;120;1;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;5;0.5;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;10;2;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;15;1;13.06.1995;15;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;20;1;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;25;0;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;30;1;13.06.1995;30;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;35;0.5;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;40;1.5;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;45;0.5;13.06.1995;45;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;50;1;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;55;1;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;60;1.5;13.06.1995;60;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;65;1;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;70;0;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;75;0.5;13.06.1995;75;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;80;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;85;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;90;0;13.06.1995;90;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;95;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;100;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;105;0;13.06.1995;105;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;110;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
28;2;1;115;0;13.06.1995;120;2;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
